Unnamed: 0,Title,Company,Location,Link,Salary,Review,Description
392.0,Data Analyst,Blackbook.AI,Brisbane,https://www.seek.com.au/job/50934926?type=standard#searchRequestToken=fe02a158-29f5-49cf-bf0e-85c870c5e1d2,"$80,000 - $119,999",None,"Blackbook.ai is one of Australia's most successful and progressive data and AI companies. Our use of AI to deliver on our client's pursuit of bottom line benefits has resulted in a company that can claim a 100% success rate in solution delivery. We have an agile approach to tackling problems. We understand that there isn't just one solution to every problem! Our unique approach to problem solving will see you working directly with our customers, capturing additional requirements and developing intuitive solutions while drawing on the vast knowledge of existing team members.
The Data Analyst consulting role will see you working with multiple clients, projects and stakeholders. You will find yourself working with fellow experts in the DataOps, Digital, RPA and AI teams. With a management team that fosters diversity and individuality, your personal skills and experiences will add to the vibrant Blackbook fabric that is growing day by day.
Your responsibilities as a Data Analyst are as follows:
Work directly with clients as a Blackbook.ai consultant
Gather requirements, design, build and test analytics solutions
Assist in Design and build cloud platform architectures to support scalable analytics on Azure and AWS
Design and build metadata driven data ingestion into data lakes and databases
Design and build data models to support highly-scalable and cost-efficient data analysis
Work with traditional BI and Modern Data Warehouse architectures
Leverage the skill and knowledge of your peers, technical leads and management
Apply best practices and be self-motivating to keep up with emerging technologies
To be considered for the position you must have a Bachelor degree in IT or similar, and be reasonably comfortable demonstrating your skills in the following areas:
Professional presentation and communication skills: written and verbal, formal documentation, diagramming and modelling
Critical thinking and problem solving skills
Using SQL for querying and transforming data
Visualising data effectively using Power BI, Tableau or QlikSense
Highly regarded although not mandatory experience would include:
Azure or AWS certification in Data Engineering or Architecture
Azure Data Factory or Amazon Glue
Snowflake, Synapse or Databricks
PowerShell, Azure/AWS CLI, or TerraForm for managing cloud infrastructure
Designing and building relational, star and snowflake models and schemas
Designing and building Modern Data Warehouse architectures
Fast, high-quality development in SQL Server or a similar relational database engine such as Oracle or PostgreSQL
Blackbook.ai can offer a fast paced and collaborative delivery environment with an emphasis on culture and teamwork, ensuring all projects are delivered with our high standards. We have a large team of dedicated consultants able to work alongside and guide you through your journey, and offer on the job training and development with access to multiple certifications.
If you are looking to grow with our business by combining your energy and enthusiasm with Blackbook's solutions, please send us your details."
396.0,Senior Data Engineer,Hudson - Technology and Digital,Sydney,https://www.seek.com.au/job/50977815?type=standout#searchRequestToken=550123c3-74ad-4578-83d4-a3ecda92816d,$750 - $900 p.d.,None,"Senior Data Engineer
Responsibilities:
Essentially a Data all rounder, someone who is capable of working as a Developer as well as a Tech BA/Data Analyst with a capability of working hand in hand with business stakeholders
Contributing to the end to end design, including but not limited to, data identification, ingestion, and implementation of back end function, provide insightful analytics, and develop front end reporting screens and dash boards.
Preparing insightful management information/dashboards for the business and other stakeholders to demonstrate the value of the function and highlight new/emerging risks identified by monitoring
Conducting analysis of organizational needs and goals for the development and implementation of application system
Responsibilities:
Essentially a Data all rounder, someone who is capable of working as a Developer as well as a Tech BA/Data Analyst with a capability of working hand in hand with business stakeholders
Contributing to the end to end design, including but not limited to, data identification, ingestion, and implementation of back end function, provide insightful analytics, and develop front end reporting screens and dash boards.
Preparing insightful management information/dashboards for the business and other stakeholders to demonstrate the value of the function and highlight new/emerging risks identified by monitoring
Conducting analysis of organizational needs and goals for the development and implementation of application system
What we need:
Ability to perform data discovery of tables using SQL and then generating results working in close collaboration with the business
Experiece building those results/findings using SQL in the form of models and executable code.
Testing experience - someone who is capable of then eventually testing those models as well.
Decent documentation skills.
Teradata / Microsoft azure - experience with either of these 2 platforms is good to have.
Big data and data analytics technologies such as Hadoop, Hive, Pig, Spark (Great to have)
Python experience (Great to have)
Strong communication and stakeholder management skills needed as you would be working very closely with the business.
If this position interests you, please submit your resume via the 'Apply Now' button. For further information please contact Manny Saluja on 0426556246


jobs.hudson.com Specialist Recruitment | Talent Management"
399.0,AWS Data Architect - Business Consulting & Data and Analytics - Banking - 6m,Bench Services Pty Ltd,Melbourne,https://www.seek.com.au/job/51073852?type=standout#searchRequestToken=550123c3-74ad-4578-83d4-a3ecda92816d,$600 - $700 inc super,None,"More than a contractor, I'm a Benchr
AWS Data Architect - Business Consulting & Data and Analytics - Banking - 6m
Our client currently seeks a AWS Data Architect to join the team in Melbourne for this banking project.
Must-Have Primary Skill:
- Business Consulting-Data and Analytics.
POSITION GENERAL DUTIES AND TASKS:
- Python: (Pandas, PySpark,Spark, NumPy etc.).
- AWS: (S3, IAM, VPC, Lambda, Athena, CloudFront, API GW).
- Build ingestion pipelines, data enrichment and storage into S3.
- Programming Experience in PySpark, lambda and serverless architectures.
- Test and Test automation tools.. (Selenium, Robot framework etc.).
- Experience in data pipeline automations.

Good to have:
Container services (ECS, EKS, Docker). CI/CD pipeline in AWS - Code build, Codpipeline, Stepfunctions etc.
  Apply now!
Better rates. Exclusive opportunities.
No more chasing recruiters."
408.0,Project Manager - CADRE,The Australian National University,ACT,https://www.seek.com.au/job/51095784?type=standout#searchRequestToken=550123c3-74ad-4578-83d4-a3ecda92816d,"$99,612 - $106,517, plus 17% super",3.8 overall rating (100 employee reviews),"Classification:  ANU Officer Grade 8 (Administration)
Salary package:  $99,612 - $106,517, plus 17% superannuation
Terms:  Full time, Fixed term (to August 2023)
Come join Australia's largest social science research data group, the Australian Data Archive
Provide a key Project Management role supporting the development of the CADRE platform in Australia
Part of the ANU Centre for Social Research and Methods at the Australian National University (Canberra)
Position overview
The Australian Data Archive (ADA) has recently partnered with the Australian Research Data Commons and academic and government partners to establish the “Coordinated Access for Data, Researchers and Environments” platform (CADRE). The CADRE platform will provide an operational model that responds to and overcomes the challenges of access to data between and across academic and government, establishing a shared and distributed sensitive data access management platform for the social sciences and related disciplines. CADRE will enable data owners and users to address the core concerns around governance, creation, management and sharing of sensitive data for research. Between 2020 and 2023, the CADRE project team will work to develop, establish and operate the CADRE platform.
As Project Manager, you will have core responsible for the implementation and management of the CADRE project, under the direction of the project lead, Dr. Steve McEachern. Key duties of the role include including liaising with internal and external partners and stakeholders and managing progress towards the project objectives and deliverables. The key requirements of the role are included in the attached position description.
About the Australian Data Archive
The  Australian Data Archive (ADA)  provides a national service for the collection and preservation of digital research data. ADA disseminates this data for secondary analysis by academic researchers and other users. The archive is based in the  ANU Centre for Social Research and Methods (CSRM)  at the Australian National University (ANU). Research at the CSRM focuses on the development of social research methods; analysis of social issues and policy; training in social science methods; and providing access to social scientific data through the ADA. CSRM is a joint initiative between the Social Research Centre (SRC), an ANU Enterprise business, and The Australian National University (ANU), established in 2015.
About the ANU College of Arts and Social Sciences
The ANU College of Arts and Social Sciences (CASS) is one of seven Colleges at ANU. The College, which is structured into two main research schools, offers degrees in more than 20 discipline areas and excels in research across the creative arts, humanities and social sciences. The College has a substantial international research presence and is a major source of national policy advice. Our academic staff are internationally recognised for their research, and 57 are members of the Australian Academy of the Humanities, the Academy of the Social Sciences of Australia, or both. We also host 13 Australian Research Council Future Fellows and three ARC Laureates. A hub of vibrant activity, we host more than 270 lectures, concerts and exhibitions each year, most of which are open to the public. Our students, staff and graduates come from more than 60 nations, bringing a diversity of perspective to campus life.
For further information please contact Dr. Steven McEachern, Director, Australian Data Archive,   T: +61 2 6125 2200  E: steven.mceachern@anu.edu.au
Closing Date: 10 Janaury 2021
Position Description:  CADRE_Project Manager_ANUO8_04122020.docx
ANU values diversity and inclusion and is committed to providing equal employment opportunities to those of all backgrounds and identities. For more information about staff equity at ANU, visit https://services.anu.edu.au/human-resources/respect-inclusion
Application information
In order to apply for this role please make sure that you upload the following documents:
A statement addressing the selection criteria.
A current curriculum vitae (CV) which includes the names and contact details of at least three referees (preferably including a current or previous supervisor). If your CV does not include referees you can complete these online when prompted in the application form.
Other documents, if required.
Applications which do not address the selection criteria may not be considered for the position.
Please note: The successful applicant must have rights to live and work in this country."
409.0,Project Manager - CADRE,The Australian National University,ACT,https://www.seek.com.au/job/51095785?type=standout#searchRequestToken=550123c3-74ad-4578-83d4-a3ecda92816d,"$99,612 - $106,517, plus 17% super",3.8 overall rating (100 employee reviews),"Classification:  ANU Officer Grade 8 (Administration)
Salary package:  $99,612 - $106,517, plus 17% superannuation
Terms:  Full time, Fixed term (to August 2023)
Come join Australia's largest social science research data group, the Australian Data Archive
Provide a key Project Management role supporting the development of the CADRE platform in Australia
Part of the ANU Centre for Social Research and Methods at the Australian National University (Canberra)
Position overview
The Australian Data Archive (ADA) has recently partnered with the Australian Research Data Commons and academic and government partners to establish the “Coordinated Access for Data, Researchers and Environments” platform (CADRE). The CADRE platform will provide an operational model that responds to and overcomes the challenges of access to data between and across academic and government, establishing a shared and distributed sensitive data access management platform for the social sciences and related disciplines. CADRE will enable data owners and users to address the core concerns around governance, creation, management and sharing of sensitive data for research. Between 2020 and 2023, the CADRE project team will work to develop, establish and operate the CADRE platform.
As Project Manager, you will have core responsible for the implementation and management of the CADRE project, under the direction of the project lead, Dr. Steve McEachern. Key duties of the role include including liaising with internal and external partners and stakeholders and managing progress towards the project objectives and deliverables. The key requirements of the role are included in the attached position description.
About the Australian Data Archive
The  Australian Data Archive (ADA)  provides a national service for the collection and preservation of digital research data. ADA disseminates this data for secondary analysis by academic researchers and other users. The archive is based in the  ANU Centre for Social Research and Methods (CSRM)  at the Australian National University (ANU). Research at the CSRM focuses on the development of social research methods; analysis of social issues and policy; training in social science methods; and providing access to social scientific data through the ADA. CSRM is a joint initiative between the Social Research Centre (SRC), an ANU Enterprise business, and The Australian National University (ANU), established in 2015.
About the ANU College of Arts and Social Sciences
The ANU College of Arts and Social Sciences (CASS) is one of seven Colleges at ANU. The College, which is structured into two main research schools, offers degrees in more than 20 discipline areas and excels in research across the creative arts, humanities and social sciences. The College has a substantial international research presence and is a major source of national policy advice. Our academic staff are internationally recognised for their research, and 57 are members of the Australian Academy of the Humanities, the Academy of the Social Sciences of Australia, or both. We also host 13 Australian Research Council Future Fellows and three ARC Laureates. A hub of vibrant activity, we host more than 270 lectures, concerts and exhibitions each year, most of which are open to the public. Our students, staff and graduates come from more than 60 nations, bringing a diversity of perspective to campus life.
For further information please contact Dr. Steven McEachern, Director, Australian Data Archive,   T: +61 2 6125 2200  E: steven.mceachern@anu.edu.au
Closing Date: 10 Janaury 2021
Position Description:  CADRE_Project Manager_ANUO8_04122020.docx
ANU values diversity and inclusion and is committed to providing equal employment opportunities to those of all backgrounds and identities. For more information about staff equity at ANU, visit https://services.anu.edu.au/human-resources/respect-inclusion
Application information
In order to apply for this role please make sure that you upload the following documents:
A statement addressing the selection criteria.
A current curriculum vitae (CV) which includes the names and contact details of at least three referees (preferably including a current or previous supervisor). If your CV does not include referees you can complete these online when prompted in the application form.
Other documents, if required.
Applications which do not address the selection criteria may not be considered for the position.
Please note: The successful applicant must have rights to live and work in this country."
414.0,Data Modeller,The University of Sydney,Sydney,https://www.seek.com.au/job/51054566?type=standout#searchRequestToken=550123c3-74ad-4578-83d4-a3ecda92816d,Remuneration package of $147K p.a.,3.7 overall rating (179 employee reviews),"Data Modeller

About the opportunity 
 
We are in a period of exciting and significant change in our Information Communication and Technology function, as we strive to meet the ever-increasing demand for more and improved IT services.
  We are looking for an experienced Data Modeller to join our Architecture Practice in ICT to design excellent databases that meet the University’s needs and in turn highlight to clients the value of appropriately structured data and how this can help to transform the University. You will provide expert investigation, analysis and scoping of data requirements which will support the development of software systems, data integration and data retrieval activities.
  About you

The University values courage and creativity; openness and engagement; inclusion and diversity; and respect and integrity. As such, we see the importance of recruiting talent aligned to these values and are looking for a Dara Modeller who can demonstrate:
  extensive experience in Data Modelling (Conceptual, Logical & Physical data models)
expert level knowledge in Oracle & SQL Server, hands-on experience in the creation of data objects
proven ability to build and manage trusted client relationships with the ability to convey complex and technical issues to diverse audiences
knowledge and hands-on experience of the Data Architecture, Data Quality, and Data Profiling concepts
proficient level knowledge on various data modelling techniques.
  About us
  Information and Communications Technology (ICT) is the University’s central IT department and is responsible for keeping the University connected through continuously improving the reliability and effectiveness of its information and communications technology. ICT is responsible for ensuring the University realises technology enabled change by developing strong partnerships with educators and researchers; using existing and emerging technologies innovatively throughout the University; cultivating communities and forums for educators, researchers and students to collaborate and share their technology innovation within the University; and providing first rate systems that minimise administration overhead and free colleagues to concentrate on value adding activity.
  Since our inception 160 years ago, the University of Sydney has led to improve the world around us. We believe in education for all and that effective leadership makes lives better. These same values are reflected in our approach to diversity and inclusion and underpin our long-term strategy for growth. We’re Australias first university and have an outstanding global reputation for academic and research excellence. Across our campuses, we employ over 8,100 academic and non-academic staff who support over 73,000 students.
  We are undergoing significant transformative change which brings opportunity for innovation, progressive thinking, breaking with convention, challenging the status quo, and improving the world around us. 

How to apply 

For more information on the position and University, please view the position description available from the job’s listing on the University of Sydney careers website. 

All applications must be submitted via the University of Sydney careers website.  Visit sydney.edu.au/recruitment and search by the reference number 1294/1120C to apply. 

Please note: Visa sponsorship is not available for this position

Closing date: 11:30pm, Thursday 10 December 2020 

The University of Sydney is committed to diversity and social inclusion. Applications from people of culturally and linguistically diverse backgrounds; equity target groups including women, people with disabilities, people who identify as LGBTIQ; and people of Aboriginal and Torres Strait Islander descent, are encouraged. 

© The University of Sydney 

The University reserves the right not to proceed with any appointment."
415.0,Data Modeller,The University of Sydney,Sydney,https://www.seek.com.au/job/51054567?type=standout#searchRequestToken=550123c3-74ad-4578-83d4-a3ecda92816d,Remuneration package of $147K p.a.,3.7 overall rating (179 employee reviews),"Data Modeller

About the opportunity 
 
We are in a period of exciting and significant change in our Information Communication and Technology function, as we strive to meet the ever-increasing demand for more and improved IT services.
  We are looking for an experienced Data Modeller to join our Architecture Practice in ICT to design excellent databases that meet the University’s needs and in turn highlight to clients the value of appropriately structured data and how this can help to transform the University. You will provide expert investigation, analysis and scoping of data requirements which will support the development of software systems, data integration and data retrieval activities.
  About you

The University values courage and creativity; openness and engagement; inclusion and diversity; and respect and integrity. As such, we see the importance of recruiting talent aligned to these values and are looking for a Dara Modeller who can demonstrate:
  extensive experience in Data Modelling (Conceptual, Logical & Physical data models)
expert level knowledge in Oracle & SQL Server, hands-on experience in the creation of data objects
proven ability to build and manage trusted client relationships with the ability to convey complex and technical issues to diverse audiences
knowledge and hands-on experience of the Data Architecture, Data Quality, and Data Profiling concepts
proficient level knowledge on various data modelling techniques.
  About us
  Information and Communications Technology (ICT) is the University’s central IT department and is responsible for keeping the University connected through continuously improving the reliability and effectiveness of its information and communications technology. ICT is responsible for ensuring the University realises technology enabled change by developing strong partnerships with educators and researchers; using existing and emerging technologies innovatively throughout the University; cultivating communities and forums for educators, researchers and students to collaborate and share their technology innovation within the University; and providing first rate systems that minimise administration overhead and free colleagues to concentrate on value adding activity.
  Since our inception 160 years ago, the University of Sydney has led to improve the world around us. We believe in education for all and that effective leadership makes lives better. These same values are reflected in our approach to diversity and inclusion and underpin our long-term strategy for growth. We’re Australias first university and have an outstanding global reputation for academic and research excellence. Across our campuses, we employ over 8,100 academic and non-academic staff who support over 73,000 students.
  We are undergoing significant transformative change which brings opportunity for innovation, progressive thinking, breaking with convention, challenging the status quo, and improving the world around us. 

How to apply 

For more information on the position and University, please view the position description available from the job’s listing on the University of Sydney careers website. 

All applications must be submitted via the University of Sydney careers website.  Visit sydney.edu.au/recruitment and search by the reference number 1294/1120C to apply. 

Please note: Visa sponsorship is not available for this position

Closing date: 11:30pm, Thursday 10 December 2020 

The University of Sydney is committed to diversity and social inclusion. Applications from people of culturally and linguistically diverse backgrounds; equity target groups including women, people with disabilities, people who identify as LGBTIQ; and people of Aboriginal and Torres Strait Islander descent, are encouraged. 

© The University of Sydney 

The University reserves the right not to proceed with any appointment."
422.0,Insights Analyst,Precision Sourcing,Sydney,https://www.seek.com.au/job/50904739?type=standard#searchRequestToken=4c13615d-6552-4897-89c7-54a7f8160453,$90k - $1150k p.a.,None,"Insights Analyst
Flexible working arrangements, COVID aside
Work on and solve tangible business problems
Fun, young environment with influential leaders to learn from

About the Role
Find areas of opportunity for new initiatives and improve customer experience
Present recommendations to stakeholders and a variety of external stakeholders
Design and test new initiatives on websites supporting marketing, strategy etc
Work with user experience on test and learn content/implementation
Know ROI from marketing activity and provide guidance on how to improve it
Experience Required
2 + years commercial experience in an advanced analytics and insights role
Quantitative background or degree in Maths/Stats or Actuarial
You must have - SQL skills and the ability to tell a story with data
The desire to learn new technology in the digital sphere
Strong communicator and ability to manage stakeholders expectations
Please APPLY NOW with a Word version of your resume.
For further information call Emily Nota on 02 8246 7711."
427.0,CSIRO Postdoctoral Fellowship - Embedded/Edge AI for Intelligent Sensing,CSIRO,Brisbane,https://www.seek.com.au/job/50921548?type=standout#searchRequestToken=4c13615d-6552-4897-89c7-54a7f8160453,"$80,000 - $94,999",3.8 overall rating (142 employee reviews),"The Position
CSIRO Early Research Career (CERC) Postdoctoral Fellowships provide opportunities to scientists and engineers who have completed their doctorate and have less than three years relevant postdoctoral work experience.  These fellowships aim to develop the next generation of future leaders of the innovation system. CERC Postdoctoral Fellows are appointed for three years or part time equivalent.
  The Distributed Sensing Systems (DSS) Group’s research focuses on creating integrated sensing, AI/ML, and telemetry technologies that will radically improve the cost and quality of data gathering on a large scale to enhance the understanding of our natural and built environments. We translate research technologies to commercial outcomes to help improve productivity across Industries and provide the ability to protect and manage Australia’s sociological and environmental sustainability. Technologies developed by the DSS Group have been deployed at continental scale in Australia, and across 6 continents on a broad range of environmental, agricultural, and industrial applications.
  With over 60 people spread across QLD, NSW, VIC, TAS, and ACT; our team is comprised of Research Scientists, Post-Doctoral Fellows, Engineers, PhD & Masters Students, and Industrial Trainees. The position sits within the DSS group as part of a strategic and integrated research effort on machine learning/AI models for the aforementioned distributed/edge environments, through techniques that include but are not limited to: model design, model distillation, model quantization, distributed training, etc. In particular, the candidate will investigate new models and algorithms for multi-modal learning that harness the power of a variety of sensory signals including videos, accelerations, kinetic energy harvesting etc.
  This will be done within national and international settings, and as part of a diverse multidisciplinary team. The role will also be exposed to and applied in a wide range of real-life applications that cover a set of different domains and are of national/global significance.
  Your duties will include:
Obtaining an overview of the group’s research and engineering landscape and understanding the key underlying scientific challenges.
Developing multimodal machine learning/AI models that help solve these scientific challenges and potentially fit into the distributed/edge computational environment.
Implementing these models and methods efficiently using programming frameworks such as TensorFlow/TensorFlow Lite and PyTorch in a lab environment.
Carrying out evaluation of the developed software to demonstrate its competitiveness and fitness for purpose, taking responsibility for functionality, performance and robustness.
Publishing results in relevant international scientific venues (high-ranking journals and conferences).
Actively work with the group’s engineering capabilities to transfer research outcomes into engineering results.
Interpreting and presenting research findings in artificial intelligence and machine learning to research scientists and practitioners from a wide range of other scientific areas.
Identifying opportunities that could potentially generate intellectual properties through research.
Recognising and exploiting opportunities for innovation and the generation of new theoretical perspectives, and progressing opportunities for the further development or creation of new lines of research.
  Location:      Pullenvale, QLD
Salary:          AU$83K - AU$94K plus up to 15.4% superannuation
Tenure:         Specified Term of 3 years (Full-time)
Reference:    70006
  To be successful you will need:
A doctorate (or will shortly satisfy the requirements of a PhD) in a relevant discipline area, such as machine learning, artificial intelligence, computer vision, computer science, statistics, data analytics, applied mathematics or applied physics.
Please note: To be eligible for this role you must have no more than 3 years (or part time equivalent) of postdoctoral research experience.
Solid knowledge of machine learning, artificial intelligence and statistics, and the ability to understand and develop mathematically-founded machine learning algorithms and their development in toolkits such as TensorFlow/TensorFlow Lite or PyTorch.
Demonstrated experience in developing and evaluating multimodal learning models.
A sound history of publication in high-rank peer reviewed journals and/or authorship of scientific papers, reports, grant applications or patents.
The ability to work effectively as part of a multi-disciplinary, regionally dispersed research team, plus the motivation and discipline to carry out autonomous research.
Proficiency of Python, C++ or equivalent.
High level written and oral communication skills with the ability to represent the research team effectively internally and externally, including the presentation of research outcomes at national and international conferences.
A record of science innovation and creativity, including the ability & willingness to incorporate novel ideas and approaches into scientific investigations.
  For details about who to contact and for more information please view the Position Description
  CSIRO’s Commitment to Diversity
We’re working hard to recruit diverse people and ensure all our people feel supported to do their best work and empowered to let their ideas flourish.
  Flexible Working Arrangements
We work flexibly at CSIRO, offering a range of options for how, when and where you work. Talk to us about how this role could be flexible for you. Balance
  About CSIRO
At CSIRO you can be part of helping to solve big, complex problems that make a real difference to our future. We spark off each other, learn from each other, trust each other and collaborate to achieve more than we could individually in a supportive, rewarding, inclusive and truly flexible environment. 
  Apply Online
To apply online, please provide a CV and letter outlining your suitability and motivation for the role.
  Applications Close
23:00 AEDT 9th December 2020"
428.0,CSIRO Postdoctoral Fellowship - Embedded/Edge AI for Intelligent Sensing,CSIRO,Brisbane,https://www.seek.com.au/job/50921547?type=standout#searchRequestToken=4c13615d-6552-4897-89c7-54a7f8160453,"$80,000 - $94,999",3.8 overall rating (142 employee reviews),"The Position
CSIRO Early Research Career (CERC) Postdoctoral Fellowships provide opportunities to scientists and engineers who have completed their doctorate and have less than three years relevant postdoctoral work experience.  These fellowships aim to develop the next generation of future leaders of the innovation system. CERC Postdoctoral Fellows are appointed for three years or part time equivalent.
  The Distributed Sensing Systems (DSS) Group’s research focuses on creating integrated sensing, AI/ML, and telemetry technologies that will radically improve the cost and quality of data gathering on a large scale to enhance the understanding of our natural and built environments. We translate research technologies to commercial outcomes to help improve productivity across Industries and provide the ability to protect and manage Australia’s sociological and environmental sustainability. Technologies developed by the DSS Group have been deployed at continental scale in Australia, and across 6 continents on a broad range of environmental, agricultural, and industrial applications.
  With over 60 people spread across QLD, NSW, VIC, TAS, and ACT; our team is comprised of Research Scientists, Post-Doctoral Fellows, Engineers, PhD & Masters Students, and Industrial Trainees. The position sits within the DSS group as part of a strategic and integrated research effort on machine learning/AI models for the aforementioned distributed/edge environments, through techniques that include but are not limited to: model design, model distillation, model quantization, distributed training, etc. In particular, the candidate will investigate new models and algorithms for multi-modal learning that harness the power of a variety of sensory signals including videos, accelerations, kinetic energy harvesting etc.
  This will be done within national and international settings, and as part of a diverse multidisciplinary team. The role will also be exposed to and applied in a wide range of real-life applications that cover a set of different domains and are of national/global significance.
  Your duties will include:
Obtaining an overview of the group’s research and engineering landscape and understanding the key underlying scientific challenges.
Developing multimodal machine learning/AI models that help solve these scientific challenges and potentially fit into the distributed/edge computational environment.
Implementing these models and methods efficiently using programming frameworks such as TensorFlow/TensorFlow Lite and PyTorch in a lab environment.
Carrying out evaluation of the developed software to demonstrate its competitiveness and fitness for purpose, taking responsibility for functionality, performance and robustness.
Publishing results in relevant international scientific venues (high-ranking journals and conferences).
Actively work with the group’s engineering capabilities to transfer research outcomes into engineering results.
Interpreting and presenting research findings in artificial intelligence and machine learning to research scientists and practitioners from a wide range of other scientific areas.
Identifying opportunities that could potentially generate intellectual properties through research.
Recognising and exploiting opportunities for innovation and the generation of new theoretical perspectives, and progressing opportunities for the further development or creation of new lines of research.
  Location:      Pullenvale, QLD
Salary:          AU$83K - AU$94K plus up to 15.4% superannuation
Tenure:         Specified Term of 3 years (Full-time)
Reference:    70006
  To be successful you will need:
A doctorate (or will shortly satisfy the requirements of a PhD) in a relevant discipline area, such as machine learning, artificial intelligence, computer vision, computer science, statistics, data analytics, applied mathematics or applied physics.
Please note: To be eligible for this role you must have no more than 3 years (or part time equivalent) of postdoctoral research experience.
Solid knowledge of machine learning, artificial intelligence and statistics, and the ability to understand and develop mathematically-founded machine learning algorithms and their development in toolkits such as TensorFlow/TensorFlow Lite or PyTorch.
Demonstrated experience in developing and evaluating multimodal learning models.
A sound history of publication in high-rank peer reviewed journals and/or authorship of scientific papers, reports, grant applications or patents.
The ability to work effectively as part of a multi-disciplinary, regionally dispersed research team, plus the motivation and discipline to carry out autonomous research.
Proficiency of Python, C++ or equivalent.
High level written and oral communication skills with the ability to represent the research team effectively internally and externally, including the presentation of research outcomes at national and international conferences.
A record of science innovation and creativity, including the ability & willingness to incorporate novel ideas and approaches into scientific investigations.
  For details about who to contact and for more information please view the Position Description
  CSIRO’s Commitment to Diversity
We’re working hard to recruit diverse people and ensure all our people feel supported to do their best work and empowered to let their ideas flourish.
  Flexible Working Arrangements
We work flexibly at CSIRO, offering a range of options for how, when and where you work. Talk to us about how this role could be flexible for you. Balance
  About CSIRO
At CSIRO you can be part of helping to solve big, complex problems that make a real difference to our future. We spark off each other, learn from each other, trust each other and collaborate to achieve more than we could individually in a supportive, rewarding, inclusive and truly flexible environment. 
  Apply Online
To apply online, please provide a CV and letter outlining your suitability and motivation for the role.
  Applications Close
23:00 AEDT 9th December 2020"
435.0,Cloud Data Engineer,Paxus,Sydney,https://www.seek.com.au/job/50905219?type=standout#searchRequestToken=4c13615d-6552-4897-89c7-54a7f8160453,$100k - $125k p.a. inclusive of super,None,"Cloud Data Engineer
Permanent role with a well-known media company
North Sydney office / Work From Home 2-3 Days Per Week
Join a fun, dynamic and supportive team.
About the role
As a Cloud Data Engineer, you will be responsible for designing and deploying commercial and product-focused data solutions for the business. Drawing on your architecture and engineering skills coupled with acute business knowledge to deliver data driven business solutions.
You will be also support the design and development of the Analytics and Insights platforms which will be used by both internal and external business stakeholders.
Responsiblities include (but not limited to):
Develop processes to ETL data from data sources to a centralized data warehouse in a hybrid tech stack environment of on-prem and cloud-based technologies.
Warehouse architecture/engineering of tech solutions using platforms like AWS, GCP and
Snowflake.
End to end automation of data exchange developed using best practice data governance and utilising various API frameworks and scripting languages.
Troubleshoot performance, system or data related issues of product and sales solutions ensuring data quality and integrity.
Manipulate and analyse complex, high-volume data from a variety of sources.
Support/deliver end to end-product and commercial data solutions.
Bridge outcomes between app/web developers, product managers, and data stakeholders.
Analyse data and partner with business teams to interpret findings and identify actionable
insights and opportunities.
Coach and assist in skill development of other team members.
Skills and Experience:
Minimum 3-5 years' of experience in Data Engineering.
Solid understanding of analytics platforms and data warehouse design.
Solid understanding of data modelling, design, architecture principles and techniques to take business requirements from concept to implementation.
Strong understanding of query services such as Athena, Spectrum and Redshift and other interrogation tools.
Proficient with C#, T-SQL, SQL Server and Python.
Hands-on experience with Tableau.
Solid experience working with cloud-based systems such as GSP (Google Cloud Platform).
Interested in applying?
To be considered for the role click the 'apply' button or for more information about the role, please contact Aaliyah Ismail on 02 9464 5704 and quote Reference number 200197969
Paxus values diversity and welcomes applications from Indigenous Australians, people from diverse cultural and linguistic backgrounds and people living with a disability. If you require an adjustment to the recruitment process, please inform your Paxus consultant."
